date,event_type,location,kia,wia,economic_damage,summary,source_urls
"30 May 26","Targeted Killing","Dera Ismail Khan, Khyber Pakhtunkhwa","1SF","0","","Muhammad Owais, an employee of FC Khyber Pakhtunkhwa, was abducted from a bus and killed by unknown individuals near Sheikh Gate in Tehsil Kulachi while returning to duty after Eid holidays.","https://t.me/insurgent_zone/1412"
"29 May 26","Targeted Killing","Dera Ismail Khan, Khyber Pakhtunkhwa","1SF","0","","A Frontier Corps Balochistan soldier named Iqbal was shot dead by unidentified gunmen while on leave in the Kulachi area of Dera Ismail Khan.","https://x.com/i/status/2060218622547779744"
"29 May 26","Armed Clash","Kohat, Khyber Pakhtunkhwa","2SF","7SF","","Two army personnel were killed and seven others injured during armed clashes with militants in the Tor Chappar area of Dara Adam Khel.","https://x.com/i/status/2060316482916188340"
"27 May 26","Armed Clash","Washuk, Balochistan","1IRR","0","","An armed attack on a suspected hideout of Muhammad Bukhsh Sumalani, a pro-state militia commander, in the Sajid area of Basima tehsil, Washuk, resulted in his death and injuries to several others.","https://t.me/insurgent_zone/1381"
"25 May 26","Drone Strike","North Waziristan, Khyber Pakhtunkhwa","0","3SF","","Three FC personnel were seriously injured in a Quadcopter strike in Janikhel bazar of Dosali, North Waziristan.",""
"25 May 26","Ambush","Dera Ismail Khan, Khyber Pakhtunkhwa","0","6SF","","Six personnel were injured in an ambush in Kulachi, Dera Ismail Khan, and were subsequently shifted to CMH DIK.","https://t.me/Insurgent_Zone/1340"
"25 May 26","Targeted Killing","Bannu, Khyber Pakhtunkhwa","1SF","0","","An Frontier Corps (FC) personnel was shot dead by unidentified assailants in the Sardikhel area of Bakakhel, Bannu.","https://www.facebook.com/share/p/1QWss5PiGo/"
"24 May 26","Suicide Attack","Quetta, Balochistan","40SF","76SF","","A vehicle-borne improvised explosive device (VBIED) targeted a train in Quetta, killing 40 army personnel and 10 others, while injuring 106.","https://www.cbc.ca/news/world/pakistan-train-bombing-9.7210317 | https://x.com/bashirgwakh/status/2058512645192368381?s=20"
"24 May 26","Targeted Killing","Panjgur, Balochistan","1SF","0","","Police Constable Shah Hussain was shot dead by militants in Panjgur, Balochistan.","https://www.facebook.com/share/p/18evwr2DQf/"
"24 May 26","Targeted Killing","Dera Ismail Khan, Khyber Pakhtunkhwa","1SF","0","","An FC personnel named Abil Afridi was shot dead by unknown assailants in Dera Ismail Khan.","https://www.facebook.com/share/1DG177TRqv/"
"24 May 26","Armed Clash","North Waziristan, Khyber Pakhtunkhwa","2SF","0","","FC personnel Jawad Ahmed and Army personnel Usman were killed during clashes with militants in the Zerki area of Mirali.","https://www.facebook.com/share/p/1GEnKz9b84/"
"23 May 26","Ambush","Dera Ismail Khan, Unknown","4IRR","7SF","","TTP claims responsibility for an ambush on a local peace committee in Atal Sharif, Kulachi, Dera Ismail Khan, killing four operatives and injuring several others. Militants reportedly seized four Kalashnikovs, one M4 rifle, one laser gun, two rocket launchers, and four motorcycles.","https://t.me/insurgent_zone/1256 | https://x.com/LalWazir19/status/2058428871972937744"
"23 May 26","Armed Clash","Bannu, Khyber Pakhtunkhwa","3SF","10SF","","Three security personnel, including two police and one FC member, were killed and ten others injured during clashes with militants in Miryan, Bannu.","https://www.facebook.com/share/v/1B58mfC2hr/"
"23 May 26","Armed Clash","Quetta, Balochistan","4SF","7SF","","Four Counter-Terrorism Department (CTD) personnel were killed and seven others injured during clashes with militants in the Nohsar and Panjpai areas of Quetta.","https://x.com/Info_Balochistn/status/2058229879401771023?s=20"
"22 May 26","Targeted Killing","Khyber Agency, Khyber Pakhtunkhwa","1SF","0","","Police officer Musmi Akakhel was killed in a targeted firing by unknown motorcyclists in the Klangha Bypass area of Bara, Khyber Agency.","https://x.com/afridi5533/status/2057708538378834430?s=20"
"21 May 26","IED Explosion","Nasirabad, Balochistan","0","4SF","","An IED blast targeted a police vehicle in Dera Murad Jamali, injuring at least 4 police personnel and 11 civilians.","https://x.com/Info_Balochistn/status/2057427457427509278?s=20"
"21 May 26","Checkpoint Attack","Orakzai, Khyber Pakhtunkhwa","1SF","2SF","","Rebels associated with the Tehrik e Taliban Pakistan (TTP) attacked the Kot Ziarat post in Orakzai district, Khyber Pakhtunkhwa, resulting in the death of Frontier Corps soldier Saqib.","https://t.me/s/MappingConflictinPakistan"
"20 May 26","Armed Clash","Pishin, Balochistan","0","3SF","","Three Anti Terrorist Force police personnel were injured in an attack in Pishin.","https://x.com/Info_Balochistn/status/2057123261717291106?s=20"
"20 May 26","Drone Strike","Bannu, Khyber Pakhtunkhwa","1SF","0","","An army personnel named Raheel Akram was killed in a drone strike on a security post in Janikhel, Bannu.","https://www.facebook.com/share/p/1HqXU7x3q2/"
"20 May 26","Armed Clash","North Waziristan, Khyber Pakhtunkhwa","2SF","5SF","","An armed clash in Spinwam, North Waziristan resulted in 1 army personnel killed, 1 FC personnel killed, and 5 army personnel injured.","https://www.facebook.com/share/r/189RaQxZfX/"
"19 May 26","Targeted Killing","Bajaur, Khyber Pakhtunkhwa","1SF","0","","A police constable named Imtiaz was killed in Mamund, Bajaur.","https://x.com/BilalYasirBjr/status/2056753854465630650?s=20"
"19 May 26","IED Explosion","Khyber, Khyber Pakhtunkhwa","1SF","2SF","","An IED targeted the 232 wing of Pakistani forces in Tirah, Khyber district, resulting in the death of Soldier Irfanullah and injuries to a Captain and an NCO.","https://t.me/MappingConflictinPakistan/2921"
"19 May 26","Targeted Killing","Balochistan","1SF","0","","An FC personnel named Siddique Mir, who was injured in Balochistan, has succumbed to his injuries and died.","https://www.facebook.com/share/v/14fmEAcgM19/"
"19 May 26","Targeted Killing","Kech, Balochistan","1SF","0","","Unidentified assailants opened fire on CTD officer Shabbir Ahmed Askani near Naveed Service in Dashti Bazar, Malikabad, who subsequently succumbed to his injuries.","https://x.com/i/status/2056695448220623182"
"19 May 26","Targeted Killing","Peshawar, Khyber Pakhtunkhwa","1SF","0","","A Frontier Corps personnel, Sepoy Muhammad Kamran, was shot dead by unidentified assailants in Darmangi Machni Gate, Peshawar district, while on leave.","https://t.me/mappingconflictinpakistan/2942"
"18 May 26","Ambush","Karachi, Sindh","0","2SF","","Two police personnel were injured in a firing raid in Memon Goth, East Karachi.","https://t.me/Insurgent_Zone/1869"
"18 May 26","Targeted Killing","Bajaur, Khyber Pakhtunkhwa","1SF","0","","Police constable Syed Aziz was killed in a targeted attack in Salarzai Tehsil, Bajaur.","https://www.facebook.com/share/p/1G2hgJ2vcm/"
"18 May 26","Targeted Killing","Bajaur, Khyber Pakhtunkhwa","1SF","0","","A police constable named Qadir Khan was shot dead by unknown assailants in Salarzai, Bajaur.","https://www.facebook.com/share/1DDHSTEKzs/"
"18 May 26","Targeted Killing","Dera Ismail Khan, Khyber Pakhtunkhwa","1SF","0","","Police officer Abdul Aziz was killed by unknown assailants in front of Yarak Police Station, Dera Ismail Khan.","https://www.facebook.com/share/p/1CeWJoB1jg/"
"18 May 26","Ambush","Kech, Balochistan","3SF","3SF","","Three army personnel were killed in the Kolwa area of Kech district when their vehicle was ambushed.","https://x.com/Info_Balochistn/status/2056403947703947707?s=20"
"18 May 26","Targeted Killing","Tank, Khyber Pakhtunkhwa","1SF","0","","FC personnel Mujeeb was shot dead by unknown assailants in the Ali Khel area of Tank district.","https://www.facebook.com/share/p/1UFkRZQYoD/"
"17 May 26","IED Explosion","South Waziristan, Khyber Pakhtunkhwa","1SF","7SF","","An IED blast targeted a 131 WIng vehicle in the Shawal area of South Waziristan, resulting in one personnel killed and seven others, including a major, injured.","https://t.me/mappingconflictinpakistan/2846"
"17 May 26","Ambush","Mand, Balochistan","1SF","2SF","","Rebels attacked Frontier Corps personnel in Mand, Tump district, Balochistan, near the Iranian border, killing one FC soldier. The incident occurred around 9 am local time.","https://t.me/mappingconflictinpakistan/2840"
"16 May 26","Targeted Killing","Peshawar, Khyber Pakhtunkhwa","0","1SF","","A Police RPO was seriously injured in an attack in Badhbir, Peshawar.","https://t.me/Insurgent_Zone/3816"
"16 May 26","Targeted Killing","Tank, Khyber Pakhtunkhwa","2SF","0","","Two Frontier Corps (FC) personnel from Balochistan were shot dead by unidentified assailants in Gara Pathar, Tank district of Khyber Pakhtunkhwa while they were on leave.","https://www.facebook.com/share/p/1HhxLU92Lg/"
"16 May 26","Targeted Killing","Kech, Balochistan","1SF","0","","Armed assailants opened fire on Lady Constable Shahkeela, her husband, and child near Absar research farm in Turbat, Kech district. Shahkeela was killed, and her husband and child were injured.","https://t.me/mappingconflictinpakistan/2809"
"16 May 26","Armed Clash","Unknown","1SF","0","","A claim of a Pakistani soldier, Aqib Khan, killed by Afghan border forces on the Durand Line.","https://t.me/mappingconflictinpakistan/2805"
"16 May 26","Targeted Killing","Karachi, Sindh","1SF","2SF","","A police mobile vehicle was targeted by gunfire near Jamali Bridge, Karachi, on the night of May 16, 2026, resulting in one personnel killed and two injured. The Sindhudesh Revolutionary Army (SRA) claimed responsibility.","https://t.me/Insurgent_Zone/1082"
"15 May 26","Targeted Killing","Kharan, Balochistan","1IRR","0","","A peace committee member was killed and two others were abducted in Kharan.","https://t.me/Insurgent_Zone/2838"
"15 May 26","Suicide Attack","Bajaur, Khyber Pakhtunkhwa","9SF","35SF","","In Bajaur, 7 soldiers from 26 FF , with 21 from 26 FF and 5 others injured, and two unidentified bodies also reported among the deceased. Additionally, six soldiers from the 55 Baloch Regiment were injured. [UPDATE 2026-05-15]: A suicide attack, initiated by a VBIED, followed by an armed assault and ambush targeted the Damangi Scouts camp in Loi Mamund, Bajaur district. The Tehrik-i-Taliban Pakistan (TTP) claimed responsibility, alleging approximately 100 Pakistani security personnel were killed or wounded. Reports confirm 9 security force personnel and 1 civilian killed, with up to 31 security force personnel injured. Units affected include 26 FF, Signals 172, BS SOS, 55 Baloch Regiment, 23 Cavalry, APC, and SOC units. Security forces claimed 9 attackers, including three suicide bombers, were killed. TTP Commander Malang Bacha stated the attack targeted a post from where civilians in Afghanistan were allegedly targeted. [UPDATE 2026-05-15]: A suicide attack, initiated by a VBIED, followed by an armed assault and ambush targeted the Damangi Scouts camp in Loi Mamund, Bajaur district. The Tehrik-i-Taliban Pakistan (TTP) claimed responsibility, alleging approximately 100 Pakistani security personnel were killed or wounded. Reports confirm 9 security force personnel and 1 civilian killed, with up to 31 security force personnel injured. Units affected include 26 FF, Signals 172, BS SOS, 55 Baloch Regiment, 23 Cavalry, APC, and SOC units. Security forces claimed 9 attackers, including three suicide bombers, were killed. TTP Commander Malang Bacha stated the attack targeted a post from where civilians in Afghanistan were allegedly targeted. [UPDATE 2026-05-15]: A suicide attack, initiated by a VBIED, followed by an armed assault and ambush targeted the Damangi Scouts camp in Loi Mamund, Bajaur district. The Tehrik-i-Taliban Pakistan (TTP) claimed responsibility, alleging approximately 100 Pakistani security personnel were killed or wounded. Reports confirm 9 security force personnel and 1 civilian killed, with up to 31 security force personnel injured. Units affected include 26 FF, Signals 172, BS SOS, 55 Baloch Regiment, 23 Cavalry, APC, and SOC units. Security forces claimed 9 attackers, including three suicide bombers, were killed. TTP Commander Malang Bacha stated the attack targeted a post from where civilians in Afghanistan were allegedly targeted. [UPDATE 2026-05-15]: A suicide attack, initiated by a VBIED, followed by an armed assault and ambush targeted the Damangi Scouts camp in Loi Mamund, Bajaur district. The Tehrik-i-Taliban Pakistan (TTP) claimed responsibility, alleging approximately 100 Pakistani security personnel were killed or wounded. Reports confirm 9 security force personnel and 1 civilian killed, with up to 31 security force personnel injured. Units affected include 26 FF, Signals 172, BS SOS, 55 Baloch Regiment, 23 Cavalry, APC, and SOC units. Security forces claimed 9 attackers, including three suicide bombers, were killed. TTP Commander Malang Bacha stated the attack targeted a post from where civilians in Afghanistan were allegedly targeted. [UPDATE 2026-05-15]: A suicide attack, initiated by a VBIED, followed by an armed assault and ambush targeted the Damangi Scouts camp in Loi Mamund, Bajaur district. The Tehrik-i-Taliban Pakistan (TTP) claimed responsibility, alleging approximately 100 Pakistani security personnel were killed or wounded. Reports confirm 9 security force personnel and 1 civilian killed, with up to 31 security force personnel injured. Units affected include 26 FF, Signals 172, BS SOS, 55 Baloch Regiment, 23 Cavalry, APC, and SOC units. Security forces claimed 9 attackers, including three suicide bombers, were killed. TTP Commander Malang Bacha stated the attack targeted a post from where civilians in Afghanistan were allegedly targeted. [UPDATE 2026-05-15]: A suicide attack, initiated by a VBIED, followed by an armed assault and ambush targeted the Damangi Scouts camp in Loi Mamund, Bajaur district. The Tehrik-i-Taliban Pakistan (TTP) claimed responsibility, alleging approximately 100 Pakistani security personnel were killed or wounded. Reports confirm 9 security force personnel and 1 civilian killed, with up to 31 security force personnel injured. Units affected include 26 FF, Signals 172, BS SOS, 55 Baloch Regiment, 23 Cavalry, APC, and SOC units. Security forces claimed 9 attackers, including three suicide bombers, were killed. TTP Commander Malang Bacha stated the attack targeted a post from where civilians in Afghanistan were allegedly targeted.","https://www.aljazeera.com/news/2026/5/15/deadly-attack-on-pakistan-outpost-puts-afghanistan-ceasefire-at-risk | https://t.me/mappingconflictinpakistan/2755"
"15 May 26","Drone Strike","Bajaur, Khyber Pakhtunkhwa","1SF","6SF","","Rebels attacked the 177 AOR wing with a drone in the Inayat Kelay area of Bajaur district, Khyber Pakhtunkhwa. One personnel was killed and six others were injured.","https://t.me/mappingconflictinpakistan/2752"
"15 May 26","Targeted Killing","Kohat, Khyber Pakhtunkhwa","1SF","0","","A police constable was killed in a targeted attack in Kohat.","https://www.facebook.com/share/p/197GhLKsog/"
"15 May 26","Armed Clash","Kurram, Khyber Pakhtunkhwa","2SF
/
1M","0","","Two Frontier Corps personnel and one militant were killed during a firefight in the Alizai area of Lower Kurram.","https://www.facebook.com/share/p/1TcgM5MkqN/"
"15 May 26","Targeted Killing","Peshawar, Khyber Pakhtunkhwa","1SF","0","","A CTD personnel identified as Yasir, described as a drone operator, was killed in a targeted attack in Mashokhel area of Badaber Tehsil, Peshawar. The attack is claimed as retaliation for the killing of a rebel named Ghazi Umar two days prior.","https://t.me/MappingConflictinPakistan/2788"
"15 May 26","Armed Clash","Quetta, Balochistan","4SF
/
1M","0","","TTP released a video claiming to have killed 13 Pakistani soldiers during clashes in Zarghun Ghar, Quetta district. TTP also reported one of their fighters was killed in the clash. 4 plainclothes alleged FC Soldiers are shown deceased in the video, and confiscated weapons/equipment.","https://x.com/WarObserve4vin/status/2055981572549919066?s=20"
"14 May 26","IED Explosion","South Waziristan, Khyber Pakhtunkhwa","0","2SF","","An improvised explosive device (IED) explosion in Azam Warsak, South Waziristan, injured two soldiers. Separately, a Pakistani military checkpoint in Wana, near Azam Warsak, was reportedly attacked.","https://t.me/mappingconflictinpakistan/2756"
"14 May 26","Armed Clash","North Waziristan, Khyber Pakhtunkhwa","2SF","0","","Two army personnel were killed during clashes with militants in the Mersikhel area of Miranshah.","https://x.com/frontier_files/status/2054991648728461418?s=20"
"14 May 26","Targeted Killing","Khyber, Khyber Pakhtunkhwa","1SF","0","","An armed gunman shot and killed a Counter-Terrorism Department (CTD) constable in the Khwagakhel area of Landi Kotal, Khyber District.","https://www.facebook.com/share/p/1RD8o6DGRN/"
"14 May 26","Sniper Attack","Zhob, Balochistan","1SF","0","","A Frontier Corps (FC) personnel was killed in a sniper attack in the Samboza area of Zhob district.","https://www.facebook.com/share/r/18hZmHGWZn/"
"13 May 26","IED Explosion","Duki, Balochistan","5SF","0","","Five soldiers, including an officer of major rank, were killed in an IED blast in the Chamalang area of Dukki district.","https://www.dawn.com/news/1999982/major-among-five-soldiers-martyred-during-operation-in-balochistans-barkhan-ispr"
"13 May 26","Ambush","Nushki, Balochistan","2SF","0","","An FC convoy was ambushed by unidentified attackers in Nushki district, resulting in the deaths of two personnel.","https://www.facebook.com/share/p/1KMWTjA4yL/"
"12 May 26","IED Explosion","Lakki Marwat, Khyber Pakhtunkhwa","2SF","0","","An IED explosion in Sarai Naurang, Lakki Marwat, killed nine people, including two traffic police officers, and injured 33 others.","https://www.facebook.com/share/p/1aN3WXg8io/"
"12 May 26","IED Explosion","Kech, Balochistan","1SF","1SF","","One Frontier Corps personnel was killed and another injured in an IED blast in the Zamuran area of Kech district.","https://www.facebook.com/share/p/1EW9Dz6nB6/"
"11 May 26","Targeted Killing","Bajaur, Khyber Pakhtunkhwa","1SF","0","","A police constable was killed by unidentified gunmen in the Mamund area of Bajaur district.","https://x.com/BilalYasirBjr/status/2053718544534384817?s=20"
"10 May 26","Targeted Killing","Tank, Khyber Pakhtunkhwa","1SF","0","","A police constable was killed by unidentified assailants in Tank district, Khyber Pakhtunkhwa.","https://www.facebook.com/share/p/1ELmj2QBxy/"
"09 May 26","Ambush","Mastung, Balochistan","1SF","0","","A Frontier Corps (FC) member was killed in an ambush by unknown assailants in Mastung, Balochistan.","https://www.facebook.com/share/p/1CdrdRNe9Z/"
"09 May 26","Suicide Attack","Bannu, Khyber Pakhtunkhwa","15SF","5SF","","A vehicle-borne improvised explosive device (VBIED) targeted the Fatahkhel Checkpost in Bannu, resulting in the deaths of 15 police personnel and injuring five others.","https://www.facebook.com/share/p/1EAZkidSRy/"
"08 May 26","Targeted Killing","Bajaur, Khyber Pakhtunkhwa","1SF","0","","Police constable Nazimullah was shot dead by unidentified attackers in the Asil Targhao Barang area of Bajaur district.","https://x.com/JawadYousufxai/status/2052614848148824329?s=20"
"08 May 26","Armed Clash","Balochistan","1SF","0","","Militants killed Frontier Corps (FC) personnel in Balochistan province.","https://www.facebook.com/share/p/1cZdrPhcLp/"
"08 May 26","Armed Clash","North Waziristan, Khyber Pakhtunkhwa","1SF","0","","An army soldier was killed during an armed clash with militants in the Shewa area of North Waziristan.","https://www.facebook.com/share/1F98m1UN8p/"
"08 May 26","Armed Clash","Gwadar, Balochistan","2SF","0","","Two Coast Guard personnel were killed in an attack by unidentified armed men in the Jiwani area of Gwadar district.","https://x.com/Info_Balochistn/status/2052779616180306244?s=20"
"07 May 26","Targeted Killing","Tank, Khyber Pakhtunkhwa","1SF","0","","A police constable was killed in a targeted killing incident in the Umar Adda area of Tank.","https://x.com/JawadYousufxai/status/2052434177983656374?s=20"
"06 May 26","Checkpoint Attack","Hangu, Khyber Pakhtunkhwa","1SF","2SF","","Frontier Corps personnel were killed during a militant attack on a check post in the Torawari area of Hangu.","https://www.facebook.com/share/p/18bzvtDFoH/"
"06 May 26","Armed Clash","Peshawar, Khyber Pakhtunkhwa","5IRR","0","","Five peace committee members, including the head of the committee Mukarram, were killed in the Hassan Khel area of Peshawar.","https://t.me/Insurgent_Zone/753"
"05 May 26","Checkpoint Attack","Hangu, Khyber Pakhtunkhwa","2SF","2SF","","Militants attacked a Frontier Constabulary post in the Torawari area of Hangu, killing one personnel and injuring three others.","https://x.com/IftikharFirdous/status/2051388669165277364?s=20"
"05 May 26","IED Explosion","North Waziristan, Khyber Pakhtunkhwa","2SF","2SF","","An IED blast targeting a military vehicle in the Mersikhel area of Miranshah killed two army personnel and injured two others.","https://www.facebook.com/share/p/14TD41Hjhpx/"
"03 May 26","Targeted Killing","Lakki Marwat, Khyber Pakhtunkhwa","1SF","0","","A police officer was targeted and killed by unidentified attackers in the Ghaznikhel area of Lakki Marwat.","https://www.facebook.com/share/v/18o7VgPqWn/"
"03 May 26","Armed Clash","Zhob, Balochistan","1SF","0","","Frontier Corps (FC) personnel were killed during an incident on the Pak-Afghan border in the Zhob district of Balochistan.","https://www.facebook.com/share/p/1C8UmrpuyD/"
"03 May 26","Targeted Killing","Quetta, Balochistan","1SF","0","","Frontier Corps personnel Malik Faisal was killed during a firing raid in Quetta.","https://www.facebook.com/share/p/1NFQmTtHTh/"
"02 May 26","Drone Strike","Mohmand, Khyber Pakhtunkhwa","0","2SF","","Two Pakistani security personnel, Lance Naik Kashif and Sepoy Shoaib, were injured in a suspected cross-border quadcopter strike on a security post in the Baizai tehsil of Mohmand district.","https://www.dawn.com/news/1996827"
"02 May 26","Armed Clash","Gwadar, Balochistan","2SF","0","","Two security personnel were killed in an incident in Pasni, Gwadar district.","https://x.com/i/status/2050506528097173730"
"02 May 26","IED Explosion","Panjgur, Balochistan","5SF","3SF","","5 security personnel were killed in an IED explosion in Panjgur district, Balochistan.","https://www.facebook.com/share/p/18mPnBM2Xi/"
"01 May 26","Ambush","Bannu, Khyber Pakhtunkhwa","1SF","0","","Police personnel Razam Ali Shah was killed following a rocket attack on a bulletproof police vehicle in Bannu.","https://www.facebook.com/share/p/1CQYccZVHy/"
"30 Apr 26","Targeted Killing","Bajaur, Khyber Pakhtunkhwa","1SF","0","","A security official, Subedar Naseem, was killed by militants in Bajaur.","https://www.facebook.com/share/p/1CgLQsJXWt/"
"30 Apr 26","Armed Clash","Panjgur, Balochistan","1SF","0","","A Naib Subedar of the Pakistan Army was killed in the Panjgur area of Balochistan.","https://www.facebook.com/share/1EKTB6dQmD/"
"30 Apr 26","Armed Clash","North Waziristan, Khyber Pakhtunkhwa","1SF","0","","A soldier named Naik Anwar was killed by militants in North Waziristan.","https://www.facebook.com/share/p/1H92UU3wW6/"
"30 Apr 26","Armed Clash","Lakki Marwat, Khyber Pakhtunkhwa","2SF","0","","An attack on a joint police and army camp in the Shadikhel area of Lakki Marwat resulted in the deaths of one police official and one army soldier.","https://x.com/i/status/2049709068525396450"
"30 Apr 26","Sniper Attack","North Waziristan, Khyber Pakhtunkhwa","1SF","0","","A Pakistan Army soldier, Naik Raheel Javed, was killed in a sniper attack in North Waziristan.","https://www.facebook.com/share/1C9ApZRaji/"
"28 Apr 26","Sniper Attack","South Waziristan, Khyber Pakhtunkhwa","1SF","0","","An FC soldier was killed following a sniper attack by militants in South Waziristan.","https://www.facebook.com/share/p/18nyE91DpJ/"
"28 Apr 26","Targeted Killing","Lakki Marwat, Khyber Pakhtunkhwa","1SF","0","","A police officer was shot and killed by unidentified attackers in the Lakki Marwat district of Khyber Pakhtunkhwa.","https://www.facebook.com/share/p/18T2Dm5ARy/"
"27 Apr 26","Checkpoint Attack","Pishin, Balochistan","1SF","0","","A police hawaldar was killed during a militant attack on a police checkpost in Huramzai, Pishin.","https://www.facebook.com/share/p/18kafEs9UN/"
"26 Apr 26","Armed Clash","Chaman, Balochistan","4SF","0","","Four Frontier Corps personnel were killed following an attack by Afghan forces at the Chaman border crossing.","https://www.facebook.com/share/p/1BM6U4ag85/"
"26 Apr 26","Targeted Killing","Lakki Marwat, Khyber Pakhtunkhwa","1SF","0","","A Frontier Corps (FC) member was killed by militants in the Shadikhel area of Lakki Marwat.","https://www.facebook.com/share/p/1CQm3ajaEZ/"
"26 Apr 26","Armed Clash","Bajaur, Khyber Pakhtunkhwa","1SF","0","","A Pakistan Army soldier was killed during a militant attack in the Bajaur district.","https://www.facebook.com/share/p/1CPTX6kq6t/"
"25 Apr 26","Ambush","Bajaur, Khyber Pakhtunkhwa","0","5SF","","Militants opened fire on a police van in the Khar area of Bajaur, injuring at least five police personnel.",""
"25 Apr 26","Targeted Killing","Tank, Khyber Pakhtunkhwa","1SF","0","","A Pakistan Army soldier was shot and killed by militants in the Mullazai area of Tank district.",""
"24 Apr 26","Ambush","Kachhi, Balochistan","1SF","3SF","","One police officer was killed and three others were injured in an incident in the Dhadar area of Kachhi district, Balochistan.","https://x.com/i/status/2047735032291500195"
"24 Apr 26","Sniper Attack","Kurram, Khyber Pakhtunkhwa","1SF","0","","A Frontier Corps (FC) member was killed in a sniper attack in the Torghar area of Central Kurram.","https://www.facebook.com/share/p/1DU52FFTCn/"
"24 Apr 26","Targeted Killing","Quetta, Balochistan","1SF","0","","A police officer previously injured in clashes was killed in the Pashtunabad area of Quetta.","https://www.facebook.com/share/p/14cWy98rdRe/"
"24 Apr 26","Sniper Attack","North Waziristan, Khyber Pakhtunkhwa","1SF","0","","A Pakistan Army soldier was killed following a sniper attack in North Waziristan.","https://www.facebook.com/share/p/1GmQK2xf17/"
"23 Apr 26","Armed Clash","Chagai, Balochistan","3SF","8SF","","Three Frontier Corps personnel were killed and eight others were injured during clashes with militants on the M-40 highway in Dalbandin.","https://x.com/TKCkhyber/status/2047029404631748710?s=20"
"23 Apr 26","Armed Clash","Chagai, Balochistan","2SF
/
8M","0","","Militants attacked a mining site in the Darigwan area of Dalbandin, resulting in the deaths of two FC personnel and eight others.","https://www.dawn.com/news/1994343"
"22 Apr 26","Sniper Attack","South Waziristan, Khyber Pakhtunkhwa","1SF","0","","A security forces member was killed following a sniper attack by militants in South Waziristan.","https://www.facebook.com/share/p/1K5NrKL8oU/"
"22 Apr 26","Armed Clash","North Waziristan, Khyber Pakhtunkhwa","1SF","0","","A Pakistani army soldier was killed during an engagement with militants in North Waziristan.","https://www.facebook.com/share/p/18Pqx2rfXN/"
"22 Apr 26","Armed Clash","Bajaur, Khyber Pakhtunkhwa","5SF","5SF","","At least five security personnel were killed and five others injured following a mortar strike by Afghan forces in the Bajaur sector.","https://www.facebook.com/share/p/1B89eGA9d8/"
"22 Apr 26","IED Explosion","Charsadda, Khyber Pakhtunkhwa","1SF","0","","A police constable was killed when an explosion caused by a mine destroyed the Azizabad checkpost in Charsadda.","https://www.facebook.com/share/p/1Gi3XbbXTF/"
"21 Apr 26","Targeted Killing","Bannu, Khyber Pakhtunkhwa","1SF","0","","A police officer was shot and killed by unidentified attackers in the Mamashkhel area of Bannu district.","https://www.facebook.com/share/p/14aHkaoU8ke/"
"21 Apr 26","Armed Clash","Khyber, Khyber Pakhtunkhwa","2SF","6SF","","Two soldiers were killed and six others, including an SSG captain, were injured during an intelligence-based operation in the Akakhel area of Bara, Khyber District.","https://www.facebook.com/share/p/185uCdg8W8/"
"19 Apr 26","Targeted Killing","Khuzdar, Balochistan","2SF","2SF","","Two police personnel, including a woman constable, were killed and two others, including an SHO, were injured in an incident in the Baghbana area of Khuzdar district.","https://x.com/Info_Balochistn/status/2045830844191818160?s=20"
"19 Apr 26","Armed Clash","Mastung, Balochistan","1SF","4SF","","One police constable was killed and four others were injured during an armed clash with militants in the Dasht area of Mastung district.","https://x.com/Info_Balochistn/status/2045891107154960816?s=20"
"19 Apr 26","Armed Clash","Bannu, Khyber Pakhtunkhwa","1SF","0","","A police officer was killed during an operation against militants in the Ghorewala area of Bannu.","https://www.facebook.com/share/p/1AqK1o1Mt9/"
"19 Apr 26","Ambush","Bannu, Khyber Pakhtunkhwa","2SF","0","","Two Frontier Corps (FC) personnel were killed when militants opened fire on them in the Karam Gadhi area of Bannu district.","https://x.com/LalWazir19/status/2045895811943502013?s=20"
"18 Apr 26","Armed Clash","Bajaur, Khyber Pakhtunkhwa","1SF","0","","Frontier Corps personnel were killed during an armed clash with militants in Bajaur District.",""
"18 Apr 26","Suicide Attack","Bannu, Khyber Pakhtunkhwa","3SF","3SF","","A suicide bombing targeted an army convoy in Domail, Bannu, resulting in the deaths of three personnel, including a captain, and injuring three others.","https://x.com/JawadYousufxai/status/2045474448762085752?s=20"
"18 Apr 26","Checkpoint Attack","Bajaur, Khyber Pakhtunkhwa","1SF","1SF","","One Naib Subedar was killed and another soldier injured when Afghan forces attacked a security post along the Durand Line in Bajaur district.","https://www.facebook.com/share/p/1CjtyWbRrV/"
"18 Apr 26","Drone Strike","North Waziristan, Khyber Pakhtunkhwa","1SF","4SF","","A drone strike targeted a Frontier Corps (FC) post in the Shewa area of North Waziristan, killing one personnel and injuring four others.",""
"16 Apr 26","Armed Clash","Zhob, Balochistan","2SF","0","","Two security personnel, including one from FC and one from the Army, were killed by Afghan forces during a clash on the Durand Line in the Zhob region.",""
"16 Apr 26","Armed Clash","Bajaur, Khyber Pakhtunkhwa","1SF","0","","A Pakistani Army soldier, Mudassir Ali Khan, was killed following an incident involving Afghan forces at the Durand Line in Bajaur.",""
